Transaction ID,Date,Customer ID,Quantity,Price per Unit,Total Amount,Retail Category,Product Name
869,2023-10-25,CUST869,3,36,108,Mi Instan,Indomie Goreng
870,2023-07-08,CUST870,4,40,160,Sabun,Dettol
871,2023-08-31,CUST871,2,42,84,Kopi,Kapal Api
872,2023-10-11,CUST872,3,30,90,Minuman,Teh Botol
873,2023-09-29,CUST873,4,60,240,Susu,Dancow
874,2023-06-26,CUST874,1,40,40,Kopi,Good Day
875,2023-08-06,CUST875,4,58,232,Susu,Bear Brand
876,2023-10-09,CUST876,4,38,152,Mi Instan,Mie Sedaap Soto
877,2023-06-19,CUST877,1,38,38,Mi Instan,Mie Sedaap Soto
878,2023-06-30,CUST878,1,58,58,Susu,Bear Brand
879,2023-12-26,CUST879,1,38,38,Mi Instan,Mie Sedaap Soto
880,2023-08-21,CUST880,2,36,72,Mi Instan,Indomie Goreng
881,2023-05-19,CUST881,1,45,45,Snack,Taro
882,2023-06-06,CUST882,2,38,76,Kopi,ABC Coffee
883,2023-05-09,CUST883,1,55,55,Snack,Chitato
884,2023-04-29,CUST884,2,38,76,Kopi,ABC Coffee
885,2023-03-03,CUST885,4,32,128,Sabun,Lux
886,2023-04-09,CUST886,3,60,180,Susu,Dancow
887,2023-06-11,CUST887,4,55,220,Snack,Chitato
888,2023-03-03,CUST888,4,58,232,Susu,Bear Brand
889,2023-10-02,CUST889,1,52,52,Susu,Ultra Milk
890,2023-12-20,CUST890,2,35,70,Sabun,Lifebuoy
891,2023-04-05,CUST891,3,38,114,Mi Instan,Mie Sedaap Soto
892,2023-04-09,CUST892,1,32,32,Sabun,Lux
893,2023-04-21,CUST893,1,45,45,Snack,Taro
894,2023-09-05,CUST894,1,36,36,Mi Instan,Indomie Goreng
895,2023-05-22,CUST895,4,32,128,Sabun,Lux
896,2023-10-29,CUST896,2,42,84,Kopi,Kapal Api
897,2023-09-26,CUST897,2,35,70,Sabun,Lifebuoy
898,2023-11-02,CUST898,3,24,72,Minuman,Aqua 600ml
899,2023-05-25,CUST899,2,42,84,Kopi,Kapal Api
900,2023-02-21,CUST900,2,58,116,Susu,Bear Brand
901,2023-04-10,CUST901,1,58,58,Susu,Bear Brand
902,2023-06-01,CUST902,1,24,24,Minuman,Aqua 600ml
903,2023-04-27,CUST903,4,60,240,Susu,Dancow
904,2023-07-04,CUST904,1,36,36,Mi Instan,Indomie Goreng
905,2023-04-02,CUST905,1,40,40,Sabun,Dettol
906,2023-06-04,CUST906,1,48,48,Minuman,Pocari Sweat
907,2023-01-08,CUST907,1,38,38,Kopi,ABC Coffee
908,2023-12-29,CUST908,4,50,200,Snack,Qtela
909,2023-10-01,CUST909,1,34,34,Mi Instan,Sarimi Ayam
910,2023-03-06,CUST910,3,42,126,Kopi,Kapal Api
911,2023-05-21,CUST911,3,58,174,Susu,Bear Brand
912,2023-01-24,CUST912,3,32,96,Sabun,Lux
913,2023-01-28,CUST913,3,40,120,Sabun,Dettol
914,2023-10-11,CUST914,1,50,50,Snack,Qtela
915,2023-05-30,CUST915,3,52,156,Susu,Ultra Milk
916,2023-12-24,CUST916,1,40,40,Kopi,Good Day
917,2023-03-06,CUST917,4,32,128,Sabun,Lux
918,2023-11-23,CUST918,3,55,165,Snack,Chitato
919,2023-09-09,CUST919,2,38,76,Kopi,ABC Coffee
920,2023-02-22,CUST920,3,24,72,Minuman,Aqua 600ml
921,2023-01-07,CUST921,3,34,102,Mi Instan,Sarimi Ayam
922,2023-10-21,CUST922,1,32,32,Sabun,Lux
923,2023-05-26,CUST923,3,40,120,Sabun,Dettol
924,2023-08-29,CUST924,2,45,90,Snack,Taro
925,2023-09-03,CUST925,1,38,38,Mi Instan,Mie Sedaap Soto
926,2023-08-14,CUST926,1,40,40,Sabun,Dettol
927,2023-06-24,CUST927,4,24,96,Minuman,Aqua 600ml
928,2023-04-05,CUST928,4,40,160,Kopi,Good Day
929,2023-01-27,CUST929,3,38,114,Kopi,ABC Coffee
930,2023-05-10,CUST930,4,32,128,Sabun,Lux
931,2023-09-02,CUST931,4,40,160,Sabun,Dettol
932,2023-02-28,CUST932,4,32,128,Sabun,Lux
933,2023-02-03,CUST933,1,38,38,Mi Instan,Mie Sedaap Soto
934,2023-07-25,CUST934,1,36,36,Mi Instan,Indomie Goreng
935,2023-09-09,CUST935,1,35,35,Sabun,Lifebuoy
936,2023-02-07,CUST936,4,40,160,Sabun,Dettol
937,2023-10-23,CUST937,1,60,60,Susu,Dancow
938,2023-11-19,CUST938,4,50,200,Snack,Qtela
939,2023-12-18,CUST939,1,38,38,Mi Instan,Mie Sedaap Soto
940,2023-01-28,CUST940,1,38,38,Mi Instan,Mie Sedaap Soto
941,2023-03-19,CUST941,2,45,90,Snack,Taro
942,2023-03-18,CUST942,3,50,150,Snack,Qtela
943,2023-10-16,CUST943,4,58,232,Susu,Bear Brand
944,2023-06-05,CUST944,2,52,104,Susu,Ultra Milk
945,2023-02-13,CUST945,1,48,48,Minuman,Pocari Sweat
946,2023-05-08,CUST946,4,32,128,Sabun,Lux
947,2023-03-02,CUST947,1,34,34,Mi Instan,Sarimi Ayam
948,2023-10-13,CUST948,3,60,180,Susu,Dancow
949,2023-08-02,CUST949,2,36,72,Mi Instan,Indomie Goreng
950,2023-11-07,CUST950,3,30,90,Minuman,Teh Botol
951,2023-11-02,CUST951,2,48,96,Minuman,Pocari Sweat
952,2023-11-13,CUST952,1,38,38,Kopi,ABC Coffee
953,2023-04-26,CUST953,3,40,120,Sabun,Dettol
954,2023-09-25,CUST954,3,45,135,Snack,Taro
955,2023-07-14,CUST955,1,42,42,Kopi,Kapal Api
956,2023-08-19,CUST956,3,32,96,Sabun,Lux
957,2023-08-15,CUST957,4,40,160,Kopi,Good Day
958,2023-06-02,CUST958,2,30,60,Minuman,Teh Botol
959,2023-10-29,CUST959,2,45,90,Snack,Taro
960,2023-08-08,CUST960,2,24,48,Minuman,Aqua 600ml
961,2023-06-06,CUST961,4,55,220,Snack,Chitato
962,2023-10-19,CUST962,2,55,110,Snack,Chitato
963,2023-11-14,CUST963,1,55,55,Snack,Chitato
964,2023-01-31,CUST964,3,24,72,Minuman,Aqua 600ml
965,2023-11-09,CUST965,4,38,152,Mi Instan,Mie Sedaap Soto
966,2023-02-20,CUST966,2,52,104,Susu,Ultra Milk
967,2023-04-17,CUST967,1,55,55,Snack,Chitato
968,2023-11-17,CUST968,3,42,126,Kopi,Kapal Api
969,2023-04-19,CUST969,3,32,96,Sabun,Lux
970,2023-05-16,CUST970,4,52,208,Susu,Ultra Milk
971,2023-12-05,CUST971,4,58,232,Susu,Bear Brand
972,2023-02-11,CUST972,4,52,208,Susu,Ultra Milk
973,2023-03-22,CUST973,1,52,52,Susu,Ultra Milk
974,2023-05-03,CUST974,1,45,45,Snack,Taro
975,2023-03-30,CUST975,4,55,220,Snack,Chitato
976,2023-10-10,CUST976,2,34,68,Mi Instan,Sarimi Ayam
977,2023-02-08,CUST977,3,60,180,Susu,Dancow
978,2023-03-22,CUST978,3,32,96,Sabun,Lux
979,2023-01-02,CUST979,1,52,52,Susu,Ultra Milk
980,2023-07-29,CUST980,3,35,105,Sabun,Lifebuoy
981,2023-08-19,CUST981,2,40,80,Sabun,Dettol
982,2023-12-19,CUST982,3,55,165,Snack,Chitato
983,2023-11-01,CUST983,1,58,58,Susu,Bear Brand
984,2023-08-29,CUST984,1,38,38,Kopi,ABC Coffee
985,2023-05-30,CUST985,2,38,76,Mi Instan,Mie Sedaap Soto
986,2023-01-17,CUST986,2,40,80,Kopi,Good Day
987,2023-04-29,CUST987,3,55,165,Snack,Chitato
988,2023-05-28,CUST988,3,38,114,Kopi,ABC Coffee
989,2023-12-28,CUST989,1,35,35,Sabun,Lifebuoy
990,2023-05-25,CUST990,2,50,100,Snack,Qtela
991,2023-12-26,CUST991,2,42,84,Kopi,Kapal Api
992,2023-08-21,CUST992,2,58,116,Susu,Bear Brand
993,2023-02-06,CUST993,3,32,96,Sabun,Lux
994,2023-12-18,CUST994,2,24,48,Minuman,Aqua 600ml
995,2023-04-30,CUST995,1,45,45,Snack,Taro
996,2023-05-16,CUST996,1,34,34,Mi Instan,Sarimi Ayam
997,2023-11-17,CUST997,3,40,120,Sabun,Dettol
998,2023-10-29,CUST998,4,58,232,Susu,Bear Brand
999,2023-12-05,CUST999,3,55,165,Snack,Chitato
1000,2023-04-12,CUST1000,4,30,120,Minuman,Teh Botol
